12.831 2013.3 83.864 -12.992 173.57 0.072478 258.31 199.52 3.4178
12.881 2017.4 83.216 -12.926 174.1 0.072971 257.52 199.52 3.3721
12.931 2021.6 82.571 -12.871 174.64 0.073465 257.36 199.52 3.3627
12.981 2025.7 81.929 -12.831 175.17 0.07396 257.92 199.52 3.3949
13.031 2029.8 81.288 -12.781 175.71 0.074456 257.95 199.52 3.3967
13.081 2033.8 80.651 -12.727 176.24 0.074953 257.61 199.52 3.3772
13.131 2037.8 80.015 -12.679 176.76 0.07545 257.67 199.52 3.3803
13.181 2041.8 79.382 -12.654 177.29 0.075948 258.95 199.52 3.4548
13.231 2045.8 78.75 -12.615 177.82 0.076447 258.66 199.52 3.4382
13.281 2049.7 78.121 -12.573 178.34 0.076947 258.37 199.52 3.4215
13.331 2053.6 77.493 -12.527 178.86 0.077446 258.37 199.52 3.4212
13.381 2057.5 76.868 -12.48 179.39 0.077947 258.44 199.52 3.425
13.431 2061.3 76.245 -12.436 179.91 0.078448 258.4 199.52 3.4229
13.481 2065.1 75.624 -12.4 180.43 0.078949 257.91 199.52 3.3945
13.531 2068.8 75.005 -12.349 180.95 0.079452 258.26 199.52 3.4148
13.581 2072.6 74.389 -12.305 181.47 0.079954 258.28 199.52 3.4159
13.631 2076.3 73.775 -12.258 181.98 0.080458 258.5 199.52 3.4286
13.681 2080 73.164 -12.203 182.5 0.080962 258.79 199.52 3.4454
13.731 2083.6 72.555 -12.15 183.01 0.081467 258.06 199.52 3.4032
13.781 2087.2 71.948 -12.098 183.53 0.081973 257.29 199.52 3.3586
13.831 2090.8 71.345 -12.048 184.04 0.08248 256.58 199.52 3.3171
13.881 2094.4 70.744 -12.01 184.55 0.082988 256.71 199.52 3.3246
13.931 2097.9 70.144 -11.974 185.06 0.083497 256.94 199.52 3.3383
13.981 2101.4 69.546 -11.935 185.56 0.084007 256.86 199.52 3.3336
14.031 2104.8 68.95 -11.9 186.07 0.084518 257.09 199.52 3.347
14.081 2108.3 68.356 -11.866 186.57 0.08503 257.32 199.52 3.3599
14.131 2111.7 67.764 -11.824 187.08 0.085543 256.95 199.52 3.3389
14.181 2115 67.174 -11.785 187.58 0.086057 256.73 199.52 3.3261
14.231 2118.4 66.585 -11.744 188.08 0.086572 256.34 199.52 3.3034
14.281 2121.7 65.999 -11.713 188.57 0.087088 256.63 199.52 3.32
14.331 2125 65.414 -11.685 189.07 0.087606 257.07 199.52 3.3454
14.381 2128.2 64.83 -11.663 189.56 0.088124 257.99 199.52 3.3992
14.431 2131.5 64.247 -11.66 190.06 0.088643 257.89 199.52 3.3936
14.481 2134.7 63.665 -11.641 190.55 0.089163 257.03 199.52 3.3433
14.531 2137.8 63.083 -11.619 191.04 0.089684 256.41 199.52 3.3072
14.581 2141 62.503 -11.586 191.53 0.090206 256.4 199.52 3.3066
14.631 2144.1 61.925 -11.556 192.02 0.090729 256.24 199.52 3.2972
14.681 2147.2 61.347 -11.536 192.51 0.091252 255.57 199.52 3.2584
14.731 2150.2 60.771 -11.518 193 0.091777 254.88 199.52 3.2185
14.781 2153.2 60.196 -11.493 193.49 0.092302 254.49 199.52 3.1957
14.831 2156.2 59.622 -11.465 193.98 0.092827 254.28 199.52 3.1836
14.881 2159.2 59.049 -11.421 194.47 0.093354 254.85 199.52 3.2167
14.931 2162.1 58.479 -11.38 194.96 0.093881 255.33 199.52 3.2444
14.981 2165.1 57.911 -11.332 195.45 0.094409 256.24 199.52 3.2975
15.031 2167.9 57.346 -11.302 195.94 0.094938 256.17 199.52 3.2934
15.081 2170.8 56.781 -11.275 196.43 0.095467 255.94 199.52 3.28
15.131 2173.6 56.218 -11.239 196.92 0.095997 256.32 199.52 3.3018
15.181 2176.4 55.658 -11.189 197.4 0.096528 257.65 199.52 3.3791
15.231 2179.2 55.099 -11.143 197.89 0.09706 258.86 199.52 3.4496
15.281 2181.9 54.543 -11.105 198.38 0.097593 257.98 199.52 3.3983
15.331 2184.6 53.989 -11.073 198.86 0.098126 257.55 199.52 3.3735
15.381 2187.3 53.436 -11.035 199.34 0.098661 256.58 199.52 3.317
15.431 2190 52.885 -11.005 199.83 0.099196 256.21 199.52 3.2955
15.481 2192.6 52.335 -10.984 200.31 0.099732 256.7 199.52 3.3241
15.531 2195.2 51.787 -10.964 200.79 0.10027 257.17 199.52 3.3513
15.581 2197.8 51.239 -10.943 201.27 0.10081 257.6 199.52 3.3766
15.631 2200.3 50.692 -10.919 201.75 0.10135 257.65 199.52 3.3795
15.681 2202.9 50.147 -10.887 202.23 0.10189 256.9 199.52 3.3355
15.731 2205.3 49.604 -10.859 202.7 0.10243 256.38 199.52 3.3054
15.781 2207.8 49.061 -10.831 203.18 0.10297 255.91 199.52 3.2781
15.831 2210.3 48.52 -10.809 203.65 0.10351 255.96 199.52 3.2812
15.881 2212.7 47.981 -10.781 204.13 0.10406 255.41 199.52 3.2492
15.931 2215.1 47.442 -10.764 204.6 0.1046 256.06 199.52 3.2867
